Image Path,Label,Image Size
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217920v0.jpeg6583516063.png,Corrosionstain,60x63
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217920v0.jpeg7097359991.png,Corrosionstain,99x91
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v4.jpeg625127256404.png,Corrosionstain,256x404
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217706v0.jpeg1013565127164.png,Corrosionstain,127x164
BiNet_Dataset/train/Corrosionstain/VA0172201610121318.jpg4482308976.png,Corrosionstain,89x76
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217999v0.jpeg6301226393103.png,Corrosionstain,393x103
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217921v0.jpeg37866525260.png,Corrosionstain,252x60
BiNet_Dataset/train/Corrosionstain/VA_3.0_1.0_1.0_1.0_2.1_3217464v0.jpeg120618417287.png,Corrosionstain,172x87
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217668v0.jpeg17941290345220.png,Corrosionstain,345x220
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217754v0.jpeg10598378088.png,Corrosionstain,80x88
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.01_3217844v2.jpeg557217497394.png,Corrosionstain,497x394
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217859v0.jpeg4963305167.png,Corrosionstain,51x67
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217935v0.jpeg704198543711.png,Corrosionstain,543x711
BiNet_Dataset/train/Corrosionstain/VA0235201710121483.jpg894574262242.png,Corrosionstain,262x242
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217950v0.jpeg71271195112.png,Corrosionstain,195x112
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217475v1.jpeg55524151140.png,Corrosionstain,151x140
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217652v0.jpeg10561090248192.png,Corrosionstain,248x192
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217660v0.jpeg1166962214126.png,Corrosionstain,214x126
BiNet_Dataset/train/Corrosionstain/VA0595201706021411.jpg1034292152210.png,Corrosionstain,152x210
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217706v0.jpeg7707206970.png,Corrosionstain,69x70
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3218008v0.jpeg1044753137203.png,Corrosionstain,137x203
BiNet_Dataset/train/Corrosionstain/VA_3.0_1.0_0.8_1.0_1.68_3217709v0.jpeg43656557186.png,Corrosionstain,57x186
BiNet_Dataset/train/Corrosionstain/VA_2.0_0.4_1.0_1.0_0.8_84140352v1.jpeg95722321482.png,Corrosionstain,214x82
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v0.jpeg47190389576.png,Corrosionstain,389x576
BiNet_Dataset/train/Corrosionstain/VA0188201610121299.jpg498225378120.png,Corrosionstain,378x120
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217946v0.jpeg871163134236.png,Corrosionstain,134x236
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217987v0.jpeg36527667112.png,Corrosionstain,67x112
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217654v0.jpeg8461076196115.png,Corrosionstain,196x115
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217564v0.jpeg1067293101122.png,Corrosionstain,101x122
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.8_0.5_1.0_1.2_3217858v0.jpeg47560718366.png,Corrosionstain,183x66
BiNet_Dataset/train/Corrosionstain/VA0595201706021290.jpg5638948057.png,Corrosionstain,80x57
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217934v0.jpeg5713881022621.png,Corrosionstain,1022x621
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217671v0.jpeg633799202236.png,Corrosionstain,202x236
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.44_3217855v0.jpeg7801094322256.png,Corrosionstain,322x256
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217576v0.jpeg67431117495.png,Corrosionstain,174x95
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217720v0.jpeg148285810646.png,Corrosionstain,106x46
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217940v1.jpeg142211710558.png,Corrosionstain,105x58
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217934v0.jpeg744443395229.png,Corrosionstain,395x229
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v4.jpeg419750115112.png,Corrosionstain,115x112
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217754v0.jpeg13029179076.png,Corrosionstain,90x76
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217675v2.jpeg1100109316594.png,Corrosionstain,165x94
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217945v1.jpeg54488911897.png,Corrosionstain,118x97
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217917v0.jpeg40228676210.png,Corrosionstain,76x210
BiNet_Dataset/train/Corrosionstain/VA0235201710121441.jpg349632227220.png,Corrosionstain,227x220
BiNet_Dataset/train/Corrosionstain/VA0284201706271466.jpg8151043319162.png,Corrosionstain,319x162
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217935v0.jpeg10991143681148.png,Corrosionstain,368x1148
BiNet_Dataset/train/Corrosionstain/VA_3.0_1.0_0.8_3.0_7.2_3217463v0.jpeg6903414577.png,Corrosionstain,145x77
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217915v0.jpeg1193277171111.png,Corrosionstain,171x111
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.01_3217672v0.jpeg1209370215102.png,Corrosionstain,215x102
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.44_3217756v1.jpeg3121261417641.png,Corrosionstain,1417x641
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.8_0.5_1.0_0.84_3217944v0.jpeg602100310307.png,Corrosionstain,310x307
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v3.jpeg503924164236.png,Corrosionstain,164x236
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_21442483v0.jpeg2284641467600.png,Corrosionstain,1467x600
BiNet_Dataset/train/Corrosionstain/VA0595201706021290.jpg48410496685.png,Corrosionstain,66x85
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.8_0.5_1.0_1.2_3217610v0.jpeg402104346252.png,Corrosionstain,346x252
BiNet_Dataset/train/Corrosionstain/VA0595201706021290.jpg57781510250.png,Corrosionstain,102x50
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217686v0.jpeg164019132212.png,Corrosionstain,132x212
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3218009v3.jpeg476608926123.png,Corrosionstain,926x123
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217991v0.jpeg2514469747.png,Corrosionstain,97x47
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217922v0.jpeg539896189340.png,Corrosionstain,189x340
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217946v0.jpeg37529040590.png,Corrosionstain,405x90
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217755v0.jpeg1473112166148.png,Corrosionstain,166x148
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217814v0.jpeg291281283133.png,Corrosionstain,283x133
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217936v1.jpeg100415412272.png,Corrosionstain,122x72
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217652v0.jpeg662104684100.png,Corrosionstain,84x100
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217686v0.jpeg2460184155.png,Corrosionstain,184x155
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217770v0.jpeg15355302543.png,Corrosionstain,302x543
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.8_1.0_0.67_3217740v1.jpeg800304129133.png,Corrosionstain,129x133
BiNet_Dataset/train/Corrosionstain/VA_3.0_1.0_1.0_1.0_3.0_3217721v2.jpeg181419198102.png,Corrosionstain,198x102
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217921v0.jpeg1318840205284.png,Corrosionstain,205x284
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.8_0.5_1.0_0.84_3217944v2.jpeg1419500160268.png,Corrosionstain,160x268
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217938v0.jpeg1262308130112.png,Corrosionstain,130x112
BiNet_Dataset/train/Corrosionstain/VA_3.0_1.0_1.0_1.0_3.0_3217721v4.jpeg887605749.png,Corrosionstain,57x49
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217940v0.jpeg665245162109.png,Corrosionstain,162x109
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v5.jpeg75270096239.png,Corrosionstain,96x239
BiNet_Dataset/train/Corrosionstain/VA0284201706271466.jpg3851037340190.png,Corrosionstain,340x190
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v2.jpeg786544174203.png,Corrosionstain,174x203
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217859v0.jpeg492582138129.png,Corrosionstain,138x129
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217529v0.jpeg4902708064.png,Corrosionstain,80x64
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217920v0.jpeg1573619112121.png,Corrosionstain,112x121
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v2.jpeg8622526063.png,Corrosionstain,60x63
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.44_3217678v0.jpeg631218235215.png,Corrosionstain,235x215
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217806v0.jpeg70467914182.png,Corrosionstain,141x82
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217887v2.jpeg640145254343.png,Corrosionstain,254x343
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.44_3217647v0.jpeg51552186135.png,Corrosionstain,186x135
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217688v0.jpeg7983667182.png,Corrosionstain,71x82
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217900v1.jpeg149756168139.png,Corrosionstain,168x139
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217950v0.jpeg1415386213299.png,Corrosionstain,213x299
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217607v0.jpeg649351180129.png,Corrosionstain,180x129
BiNet_Dataset/train/Corrosionstain/VA_2.0_0.4_0.5_1.0_0.4_84140357v0.jpeg1388582199147.png,Corrosionstain,199x147
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217938v0.jpeg247480349476.png,Corrosionstain,349x476
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217606v0.jpeg395218187314.png,Corrosionstain,187x314
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217992v0.jpeg692557151165.png,Corrosionstain,151x165
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217674v5.jpeg557102249202.png,Corrosionstain,249x202
BiNet_Dataset/train/Corrosionstain/VA0284201706271315.jpg683269278121.png,Corrosionstain,278x121
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217909v0.jpeg1560442223245.png,Corrosionstain,223x245
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.63_3217986v0.jpeg53326112198.png,Corrosionstain,112x198
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217720v0.jpeg2806091337251.png,Corrosionstain,1337x251
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217505v0.jpeg1831714415671.png,Corrosionstain,415x671
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217987v0.jpeg25527268112.png,Corrosionstain,68x112
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.6_3217668v1.jpeg12060552230.png,Corrosionstain,552x230
BiNet_Dataset/train/Corrosionstain/VA_3.0_1.0_0.8_3.0_7.2_3217463v0.jpeg4588028282.png,Corrosionstain,82x82
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217996v2.jpeg665965220523.png,Corrosionstain,220x523
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.8_1.0_1.01_3217672v0.jpeg2661331790.png,Corrosionstain,317x90
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.6_0.5_1.0_0.9_3217930v0.jpeg10616283196.png,Corrosionstain,283x196
BiNet_Dataset/train/Corrosionstain/VA_3.0_0.4_0.5_1.0_0.42_3217999v0.jpeg388408211203.png,Corrosionstain,211x203
